GENESIS-Tabelle: 12421-0002
Vorausberechneter Bevölkerungsstand: Deutschland, Stichtag,;;;;;;
Varianten der Bevölkerungsvorausberechnung, Geschlecht,;;;;;;
Altersjahre;;;;;;
Bevölkerungsvorausberechnungen;;;;;;
Deutschland;;;;;;
Vorausberechneter Bevölkerungsstand (1000);;;;;;
;;;;Stichtag;Stichtag;Stichtag
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;38-Jährige;1062;824;891
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;39-Jährige;1081;807;895
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;40-Jährige;1070;824;898
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;41-Jährige;1074;814;899
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;42-Jährige;1021;835;897
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;43-Jährige;1006;834;893
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;44-Jährige;995;824;899
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;45-Jährige;975;838;870
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;46-Jährige;949;860;856
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;47-Jährige;959;867;826
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;48-Jährige;964;887;822
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;49-Jährige;1040;914;804
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;50-Jährige;1140;960;820
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;51-Jährige;1179;979;808
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;52-Jährige;1262;1004;828
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;53-Jährige;1318;1041;825
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;54-Jährige;1348;1027;814
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;55-Jährige;1379;1001;826
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;56-Jährige;1379;1006;845
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;57-Jährige;1399;1026;850
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;58-Jährige;1381;1031;867
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;59-Jährige;1331;1055;891
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;60-Jährige;1305;1134;932
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;61-Jährige;1255;1109;946
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;62-Jährige;1213;1121;967
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;63-Jährige;1138;1086;999
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;64-Jährige;1104;1057;980
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;65-Jährige;1066;1014;951
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;66-Jährige;1025;996;951
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;67-Jährige;997;985;964
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;68-Jährige;957;991;965
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;69-Jährige;946;969;982
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;70-Jährige;918;960;1050
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;71-Jährige;908;900;1020
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;72-Jährige;867;873;1025
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;73-Jährige;781;850;986
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;74-Jährige;724;818;952
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;75-Jährige;620;781;906
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;76-Jährige;535;773;881
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;77-Jährige;701;759;862
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;78-Jährige;696;798;856
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;79-Jährige;655;850;825
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;80-Jährige;771;851;802
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;81-Jährige;778;878;737
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;82-Jährige;731;879;697
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;83-Jährige;642;857;659
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;84-Jährige;559;830;613
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;85-Jährige;498;779;561
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;86-Jährige;437;735;530
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;87-Jährige;363;669;493
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;88-Jährige;257;587;486
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;89-Jährige;222;517;482
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;90-Jährige;193;440;444
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;91-Jährige;170;370;417
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;92-Jährige;135;298;376
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;93-Jährige;106;242;326
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;94-Jährige;77;192;277
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;95-Jährige;58;149;225
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;96-Jährige;42;114;182
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;97-Jährige;28;84;140
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;98-Jährige;19;62;103
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;99-Jährige;13;44;76
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;100 Jahre und mehr;19;83;152
BEV-VARIANTE-01;Geburten und LE moderat, WS niedrig (G2L2W1);Insgesamt;Insgesamt;83494;77578;74393
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;unter 1 Jahr;405;355;346
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;1-Jährige;408;355;350
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;2-Jährige;411;355;354
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;3-Jährige;411;354;357
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;4-Jährige;411;353;360
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;5-Jährige;415;352;362
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;6-Jährige;402;352;363
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;7-Jährige;396;351;364
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;8-Jährige;382;351;365
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;9-Jährige;381;352;365
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;10-Jährige;372;353;365
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;11-Jährige;381;355;364
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;12-Jährige;376;357;363
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;13-Jährige;385;359;362
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;14-Jährige;383;362;361
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;15-Jährige;377;366;360
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;16-Jährige;381;370;360
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;17-Jährige;391;375;360
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;18-Jährige;394;381;362
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;19-Jährige;406;388;365
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;20-Jährige;423;396;369
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;21-Jährige;452;405;374
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;22-Jährige;471;414;380
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;23-Jährige;488;424;387
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;24-Jährige;514;433;394
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;25-Jährige;511;442;401
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;26-Jährige;503;450;409
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;27-Jährige;510;457;416
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;28-Jährige;523;464;423
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;29-Jährige;530;469;430
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;30-Jährige;546;474;437
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;31-Jährige;595;477;444
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;32-Jährige;584;478;452
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;33-Jährige;597;479;458
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;34-Jährige;582;485;465
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;35-Jährige;568;473;471
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;36-Jährige;549;468;477
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;37-Jährige;543;456;482
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;38-Jährige;542;455;487
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;39-Jährige;551;448;490
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;40-Jährige;542;457;493
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;41-Jährige;543;452;495
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;42-Jährige;515;462;496
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;43-Jährige;508;460;495
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;44-Jährige;503;454;499
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;45-Jährige;491;459;487
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;46-Jährige;478;468;481
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;47-Jährige;481;470;466
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;48-Jährige;483;479;465
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;49-Jährige;523;492;456
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;50-Jährige;574;516;463
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;51-Jährige;593;530;457
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;52-Jährige;636;541;465
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;53-Jährige;664;560;462
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;54-Jährige;678;551;455
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;55-Jährige;694;537;458
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;56-Jährige;694;538;465
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;57-Jährige;702;545;465
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;58-Jährige;692;545;471
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;59-Jährige;664;555;482
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;60-Jährige;647;595;503
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;61-Jährige;621;578;513
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;62-Jährige;598;583;521
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;63-Jährige;560;562;536
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;64-Jährige;541;542;524
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;65-Jährige;519;518;508
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;66-Jährige;495;506;506
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;67-Jährige;476;496;509
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;68-Jährige;453;496;506
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;69-Jährige;446;480;511
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;70-Jährige;431;473;543
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;71-Jährige;425;441;524
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;72-Jährige;405;425;524
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;73-Jährige;364;412;500
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;74-Jährige;334;393;478
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;75-Jährige;284;373;451
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;76-Jährige;241;365;435
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;77-Jährige;315;356;421
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;78-Jährige;310;372;413
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;79-Jährige;289;393;393
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;80-Jährige;334;390;378
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;81-Jährige;331;400;343
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;82-Jährige;305;396;321
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;83-Jährige;264;382;301
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;84-Jährige;225;365;275
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;85-Jährige;196;339;249
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;86-Jährige;167;315;231
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;87-Jährige;135;281;211
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;88-Jährige;92;242;206
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;89-Jährige;76;208;201
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;90-Jährige;64;174;182
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;91-Jährige;53;143;168
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;92-Jährige;41;113;148
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;93-Jährige;31;89;126
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;94-Jährige;21;69;105
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;95-Jährige;14;52;84
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;96-Jährige;9;38;66
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;97-Jährige;5;27;49
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;98-Jährige;3;19;35
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;99-Jährige;2;13;25
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;100 Jahre und mehr;3;23;45
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);männlich;Insgesamt;41229;39750;38897
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;unter 1 Jahr;385;338;329
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;1-Jährige;389;338;333
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;2-Jährige;392;338;337
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;3-Jährige;393;338;340
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;4-Jährige;393;337;343
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;5-Jährige;398;337;346
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;6-Jährige;383;336;347
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;7-Jährige;377;336;348
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;8-Jährige;363;336;349
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;9-Jährige;362;337;349
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;10-Jährige;354;338;349
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;11-Jährige;363;340;349
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;12-Jährige;357;342;348
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;13-Jährige;366;345;347
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;14-Jährige;363;348;346
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;15-Jährige;356;351;345
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;16-Jährige;362;355;345
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;17-Jährige;370;360;346
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;18-Jährige;373;366;348
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;19-Jährige;384;374;351
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;20-Jährige;399;383;357
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;21-Jährige;424;392;363
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;22-Jährige;432;402;370
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;23-Jährige;450;412;377
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;24-Jährige;471;421;384
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;25-Jährige;469;429;391
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;26-Jährige;460;437;397
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;27-Jährige;467;444;404
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;28-Jährige;481;450;410
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;29-Jährige;489;455;417
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;30-Jährige;506;459;423
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;31-Jährige;549;463;430
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;32-Jährige;544;464;437
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;33-Jährige;554;465;443
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;34-Jährige;543;470;449
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;35-Jährige;536;456;455
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;36-Jährige;520;451;460
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;37-Jährige;517;438;465
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;38-Jährige;520;437;470
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;39-Jährige;530;430;473
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;40-Jährige;529;439;476
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;41-Jährige;531;433;478
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;42-Jährige;506;443;479
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;43-Jährige;498;441;479
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;44-Jährige;493;434;483
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;45-Jährige;485;440;468
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;46-Jährige;470;449;462
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;47-Jährige;477;451;448
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;48-Jährige;481;458;446
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;49-Jährige;517;469;438
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;50-Jährige;566;488;446
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;51-Jährige;586;490;439
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;52-Jährige;626;502;449
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;53-Jährige;654;518;445
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;54-Jährige;670;510;437
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;55-Jährige;686;496;442
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;56-Jährige;685;499;450
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;57-Jährige;697;508;451
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;58-Jährige;690;512;457
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;59-Jährige;668;524;465
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;60-Jährige;658;562;483
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;61-Jährige;634;553;483
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;62-Jährige;614;558;494
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;63-Jährige;578;543;507
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;64-Jährige;564;532;498
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;65-Jährige;547;513;483
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;66-Jährige;530;506;483
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;67-Jährige;522;503;491
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;68-Jährige;504;508;492
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;69-Jährige;500;501;502
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;70-Jährige;487;498;536
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;71-Jährige;483;469;524
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;72-Jährige;462;457;527
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;73-Jährige;417;446;509
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;74-Jährige;390;432;496
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;75-Jährige;336;414;475
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;76-Jährige;295;413;464
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;77-Jährige;387;408;458
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;78-Jährige;386;430;457
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;79-Jährige;366;460;446
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;80-Jährige;437;463;436
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;81-Jährige;448;480;404
BEV-VARIANTE-02;Geburten, LE und WS moderat (G2L2W2);weiblich;82-Jährige;426;484;385
